obs,action
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.9159689476664425, 0.6417623165248187, 0.49667626983049556, 0.508811519235278, 0.7800641800955236]","[10, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 11, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.04, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.6646121369831235, 0.5903270077617162, 0.5519251338068171, 0.6117145718376014, 0.6902269973775219]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.5, 0.9907986802036248, 0.5725721866511413, 0.5127827486203569, 0.551184622575256, 0.6510846121910617]","[10, 12, 4, 0, 1, 5, 2, 6, 9, 8, 11, 3, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.6666666666666666, 0.6849057084915936, 0.8855824561227564, 0.5677917687965055, 0.6641912626892554, 0.8707178635865784]","[12, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.6666666666666666, 0.9562927053349691, 0.6316248230680503, 0.5352253291753004, 0.8381514239653733, 0.8530160165015513]","[12, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 3]"
"[0.5, 0.03, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.5785906451089128, 0.5234756711925002, 0.5, 0.5383402637286782, 0.6267117046261774]","[3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.14, 0.13, 0.07, 0.0, 0.9131504897506298, 0.5865645232691713, 0.49819308237167204, 0.5, 0.8466061466418796]","[12, 3, 4, 1, 5, 7, 2, 6, 9, 8, 11, 10, 0]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.5566840315189742, 0.7693821216296783, 0.49998878408252495, 0.6052939450695521, 0.642362512172931]","[12, 3, 6, 5, 0, 9, 7, 2, 11, 8, 4, 1, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.8467249215512614, 0.5704890382656777, 0.46518387727865046, 0.6075576053690566, 0.7345772148258038]","[12, 3, 5, 0, 9, 7, 2, 11, 10, 8, 4, 6, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.4612135983555466, 0.5338189641525424, 0.49675039704916346, 0.6608385736092895, 0.8271023978535595]","[12, 3, 5, 1, 0, 7, 9, 2, 8, 11, 10, 4, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.8677477808808666, 0.6374482522446487, 0.5, 0.6120544717062512, 0.7783182959505212]","[12, 3, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.5113486621603442, 0.5969591569357181, 0.5348223659527139, 0.5602161464911114, 0.7010861901969838]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.8150817278938121, 0.6646382223089676, 0.49837439806469774, 0.5237681786030953, 0.5605111890477019]","[10, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 11, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.6314895210413548, 0.8374634610659268, 0.5666692871312625, 0.5941850956062809, 0.6370778065650847]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.07, 0.12, 0.12, 0.07, 0.6666666666666666, 0.9144230017186601, 0.5602330779250042, 0.5327172694499859, 0.6031257888838081, 0.8035114433846502]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.5609291587995054, 0.5, 0.5, 0.6425572756736437, 0.6693323415863779]","[6, 11, 12, 10, 0, 2, 7, 1, 5, 8, 3, 4, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.0, 0.8300140686847044, 0.5, 0.6102670864874199, 0.6328301992444176, 0.8825233791813843]","[6, 12, 0, 2, 1, 7, 3, 5, 4, 9, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.16666666666666666, 0.5684379318254287, 0.5216562229105329, 0.5442193356675307, 0.7939125156044975, 0.8262027047907213]","[6, 10, 3, 0, 1, 2, 7, 5, 9, 8, 11, 12, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.16666666666666666, 0.8520853635048601, 0.510181643865999, 0.4876185311090012, 0.7598748238029657, 0.7921650129891895]","[6, 10, 0, 1, 2, 4, 7, 5, 9, 8, 11, 12, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.46888237706328556, 0.6858591821759547, 0.5, 0.606031931172165, 0.7181493713621785]","[6, 10, 0, 2, 1, 7, 3, 5, 4, 9, 8, 11, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.760178824482106, 0.5710763574819065, 0.6509036084856962, 0.68319379767192, 0.8428726775086579]","[6, 10, 12, 0, 2, 1, 7, 3, 4, 9, 8, 11, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.462874071058953, 0.7585492479194363, 0.5, 0.5665801788964745, 0.5892977472742131]","[6, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.8296015854554449, 0.8612336458315439, 0.5225728771688956, 0.5452904455466342, 0.7145419461918573]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.11, 0.11, 0.07, 0.09, 0.03, 0.01, 0.07, 0.12, 0.12, 0.08, 0.6666666666666666, 0.6087892560613, 0.6309263115393696, 0.6210394257191547, 0.6439422445664604, 0.7677311253588414]","[4, 6, 2, 0, 12, 11, 7, 1, 10, 8, 5, 9, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.11, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.09, 0.6666666666666666, 0.9483692947784826, 0.6031926399203985, 0.5802898210730928, 0.5901767068933077, 0.7269815207127794]","[3, 6, 11, 10, 0, 2, 7, 1, 5, 8, 4, 12, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.11, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.0, 0.6447422169828011, 0.5, 0.5743778439144444, 0.6903911806535143, 0.885889233384678]","[3, 11, 10, 0, 2, 1, 7, 5, 4, 9, 6, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.11, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.12, 0.13, 0.07, 0.0, 0.9220315812672197, 0.5, 0.5411031202003141, 0.657116456939384, 0.8526145096705477]","[3, 10, 0, 2, 1, 7, 5, 4, 9, 6, 8, 11, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.11, 0.11, 0.07, 0.1, 0.04, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.5529958240773946, 0.5, 0.5814007478021631, 0.7768988005333267, 0.8390978592303873]","[3, 10, 12, 0, 2, 1, 7, 5, 4, 6, 8, 11, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.11, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.906819007376574, 0.5, 0.5389419658062615, 0.7344400185374252, 0.7966390772344858]","[3, 12, 0, 2, 1, 4, 5, 9, 6, 8, 11, 10, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.11, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.5326192485379883, 0.5, 0.6593439895980555, 0.7215430482951161, 0.8495162851377063]","[3, 12, 0, 2, 1, 7, 5, 4, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.8991929346126805, 0.5, 0.6062192418833001, 0.6775542059661529, 0.8055274428087432]","[3, 10, 12, 0, 2, 7, 1, 5, 9, 4, 8, 6, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.5413434788561062, 0.529161176574089, 0.5909235198484566, 0.7284693774995321, 0.8281828822499119]","[11, 10, 12, 0, 2, 7, 3, 5, 4, 9, 6, 8, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.5848553572336641, 0.5986210229873905, 0.5934492063847574, 0.702961456844605, 0.9332973292991119]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.9821408887405596, 0.8856230655182844, 0.54577494260393, 0.550946759206563, 0.6552871930637775]","[6, 10, 12, 0, 2, 1, 7, 3, 5, 9, 8, 11, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.0, 0.6734817578975102, 0.5, 0.5, 0.5626621612194503, 0.6736885484643972]","[6, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.16666666666666666, 0.388940539923927, 0.5, 0.5, 0.5878334946212271, 0.8765499024810378]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.16666666666666666, 0.6964959524091986, 0.5, 0.5509268451229946, 0.6413993674277845, 0.8396432529828053]","[11, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.16666666666666666, 0.9961719673145429, 0.5149657233343532, 0.6054382456391432, 0.6423448951373757, 0.803682131194164]","[11, 12, 3, 0, 1, 2, 4, 7, 9, 6, 8, 10, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.08, 0.3333333333333333, 0.6118418527656407, 0.5315578593850114, 0.5, 0.568464508883244, 0.7298017449400322]","[11, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.8808754663259606, 0.6975177113127938, 0.5, 0.532065721019244, 0.8729569139318847]","[11, 10, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.49773220265509127, 0.798934105572389, 0.6234949029532981, 0.6414928895886078, 0.8407907600081126]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.7741829804029597, 0.6083187962588635, 0.5903208096235539, 0.7657600122426448, 0.8076166666783684]","[11, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.5165409881859281, 0.7185337057444121, 0.4918861345151527, 0.5192358353249074, 0.6766770513086885]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.11, 0.1, 0.07, 0.09, 0.03, 0.01, 0.07, 0.13, 0.12, 0.07, 0.0, 0.3580003902205438, 0.5, 0.49846904562435157, 0.5, 0.5313283897477777]","[4, 6, 2, 0, 12, 11, 7, 1, 10, 8, 5, 9, 3]"
"[0.5, 0.02, 0.04, 0.02, 0.11, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.0, 0.6742942853779823, 0.5, 0.5, 0.5, 0.5]","[3, 4, 6, 12, 2, 0, 11, 7, 1, 8, 5, 10, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.07, 0.13, 0.13, 0.08, 0.0, 0.9997839484752452, 0.5, 0.5, 0.5, 0.8855535545054045]","[3, 4, 6, 0, 1, 7, 5, 9, 8, 11, 10, 12, 2]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.16666666666666666, 0.6601123024740142, 0.5, 0.5, 0.5990666144461647, 0.8063141520255521]","[4, 6, 0, 3, 2, 1, 7, 5, 8, 11, 10, 12, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.9364134265326053, 0.5, 0.5, 0.5617957253223722, 0.7731580171385213]","[4, 6, 0, 2, 1, 7, 3, 5, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.5611258031328058, 0.5, 0.6981925319464972, 0.8496468288850519, 0.9209169738728087]","[6, 12, 0, 2, 1, 7, 3, 5, 4, 9, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.3333333333333333, 0.9769019179590638, 0.5, 0.6482993981673463, 0.799753695105901, 0.8710238400936577]","[6, 10, 12, 0, 2, 7, 1, 5, 3, 9, 4, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.1, 0.08, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.6668563233899173, 0.5655048695156438, 0.7169591664541985, 0.7882293114419554, 0.8224464189074205]","[6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.1, 0.07, 0.09, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.5, 0.9568446663732478, 0.7534307102839557, 0.5307062683576441, 0.682160565296199, 0.7782961035749758]","[4, 6, 12, 11, 0, 2, 10, 7, 1, 8, 9, 3, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.6666666666666666, 0.8219597129227623, 0.640889548276391, 0.5783467597102572, 0.6496169046980139, 0.6744822979890341]","[4, 6, 12, 11, 0, 2, 10, 7, 1, 8, 5, 9, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.0, 0.6619424988778823, 0.6451089648960078, 0.5, 0.5409468853112593, 0.890240947559123]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.03, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.04, 0.01, 0.06, 0.13, 0.12, 0.08, 0.0, 0.9463135768755819, 0.5, 0.5068223559515355, 0.6109844355362839, 0.8561164181993991]","[11, 4, 0, 1, 5, 7, 6, 2, 9, 8, 10, 12, 3]"
"[0.5, 0.03, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.16666666666666666, 0.60530386247486, 0.5, 0.5, 0.5319056012643705, 0.7770375839274857]","[11, 3, 4, 5, 1, 6, 2, 9, 8, 10, 12, 0, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.08, 0.16666666666666666, 0.9355475889157484, 0.5, 0.49227635409146386, 0.7374083367545791, 0.8656117003862164]","[11, 3, 4, 1, 5, 7, 2, 6, 9, 8, 10, 12, 0]"
"[0.5, 0.02, 0.05, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.3333333333333333, 0.5665234367623574, 0.5, 0.6087510682770698, 0.661691235012986, 0.7898945986446233]","[11, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.12, 0.07, 0.3333333333333333, 0.9036216089884874, 0.5682992876099342, 0.6118877401714053, 0.7400911038030427, 0.8841605334099404]","[11, 12, 3, 0, 5, 7, 2, 6, 9, 8, 10, 4, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.08, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.5, 0.6412956933663736, 0.523366850046059, 0.5, 0.6515702136776963, 0.795639643284594]","[11, 12, 3, 0, 1, 2, 7, 5, 9, 6, 8, 10, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.08, 0.5, 0.9576134181014216, 0.6403478899578112, 0.5, 0.6136120867094905, 0.7576815163163882]","[3, 4, 6, 1, 0, 7, 9, 2, 8, 11, 10, 12, 5]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.11, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.6666666666666666, 0.6068963161243724, 0.6089154704311659, 0.5356981389467365, 0.5624339421950572, 0.6797675685536342]","[3, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 12]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.07, 0.13, 0.13, 0.07, 0.0, 0.6408753972491468, 0.5, 0.5, 0.5, 0.6448080340818342]","[12, 3, 4, 0, 1, 5, 7, 2, 9, 8, 11, 10, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.9720877873798296, 0.5, 0.5, 0.5, 0.6050625472661523]","[12, 3, 4, 0, 1, 5, 7, 2, 6, 8, 11, 10, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.14, 0.07, 0.16666666666666666, 0.6122983422586307, 0.5, 0.5, 0.5282372806806961, 0.857817259635176]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.3674492008767629, 0.5, 0.5, 0.757168944457444, 0.7961352249647098]","[10, 12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.6630307820249376, 0.5, 0.5, 0.7216991547196631, 0.7606654352269289]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.3333333333333333, 0.9398536582005667, 0.5, 0.6884804095785876, 0.7274466900858534, 0.8626704882436025]","[10, 12, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.6704615893498461, 0.5, 0.600807457840674, 0.6397737383479398, 0.7749975365056889]","[10, 12, 3, 0, 1, 2, 7, 5, 9, 6, 8, 11, 4]"
"[0.5, 0.03, 0.05, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.12, 0.07, 0.6666666666666666, 0.4055998149365223, 0.5125908707702729, 0.5515571512775387, 0.5900894298556159, 0.6867809494352878]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.03, 0.04, 0.01, 0.13, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.0, 0.5084648377134423, 0.5, 0.5, 0.590445057619636, 0.6336862899334664]","[11, 10, 12, 2, 3, 7, 4, 5, 9, 6, 8, 0, 1]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.11, 0.03, 0.01, 0.07, 0.13, 0.13, 0.07, 0.0, 0.8206564686603693, 0.5, 0.5, 0.5438461565202124, 0.5962232942198352]","[12, 5, 1, 9, 7, 2, 11, 10, 8, 3, 4, 6, 0]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.4787134080462844, 0.5, 0.5, 0.5172564614935254, 0.6078625854676102]","[12, 5, 1, 0, 7, 2, 11, 10, 8, 3, 4, 6, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.16666666666666666, 0.7663748875846371, 0.5, 0.5, 0.5733432079230079, 0.9001231486760298]","[12, 5, 1, 0, 9, 7, 2, 11, 10, 8, 3, 4, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.4903290386750996, 0.5, 0.5, 0.5873167645583999, 0.8132486505451744]","[12, 6, 5, 1, 0, 7, 9, 2, 8, 11, 10, 3, 4]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.13, 0.13, 0.07, 0.3333333333333333, 0.7713539185192531, 0.5, 0.5, 0.5495739806073471, 0.7795256649638759]","[12, 4, 0, 1, 5, 7, 6, 2, 9, 8, 11, 10, 3]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.392580683654766, 0.5, 0.5996440508729939, 0.6576541128981261, 0.7049784531476143]","[12, 3, 0, 1, 2, 4, 7, 5, 9, 6, 8, 11, 10]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.11, 0.04, 0.01, 0.06, 0.12, 0.13, 0.07, 0.5, 0.7976276766457886, 0.5510384117140711, 0.6090484737392035, 0.6563728139886916, 0.8472835942257553]","[10, 12, 0, 2, 1, 7, 3, 5, 4, 9, 6, 8, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.08, 0.11, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.6666666666666666, 0.48742205774093844, 0.5262731480077855, 0.5, 0.5735974882572736, 0.7553723631085449]","[10, 12, 3, 5, 1, 0, 2, 9, 8, 11, 4, 6, 7]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.12, 0.14, 0.08, 0.6666666666666666, 0.78695824145719, 0.5276229340677674, 0.5, 0.7194280210625947, 0.8788692263216581]","[10, 3, 1, 0, 9, 7, 2, 11, 8, 12, 4, 6, 5]"
"[0.5, 0.02, 0.04, 0.02, 0.12, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.0, 0.531542798863029, 0.5, 0.5, 0.5495190794329574, 0.791103912993949]","[10, 3, 5, 1, 0, 9, 7, 2, 8, 12, 4, 6, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.12, 0.12, 0.07, 0.11, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.0, 0.85647019604797, 0.5, 0.5105277917707645, 0.7521126253317562, 0.8662496598969301]","[10, 3, 5, 1, 0, 9, 7, 11, 8, 12, 4, 6, 2]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.12, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.16666666666666666, 0.462550623805934, 0.5, 0.6276548625866235, 0.6793829740008005, 0.7935200085659744]","[10, 3, 5, 1, 0, 7, 9, 2, 8, 11, 12, 4, 6]"
"[0.5, 0.02, 0.04, 0.01, 0.13, 0.11, 0.07, 0.1, 0.03, 0.01, 0.06, 0.12, 0.13, 0.08, 0.16666666666666666, 0.8539193902158028, 0.5, 0.5806906106174392, 0.6324187220316162, 0.737204042422345]","[10, 6, 5, 1, 0, 7, 9, 2, 8, 11, 12, 3, 4]"
